Year,Semester,Subject,Catalog #,Section,Title,Class #,Intructor 1,Intructor 2,Instructor 3,Intructor 4,Intructor 5,Component,Type,Units,Requisites,Wait List,Fees,Seats Available,Days 1,Start 1,End 1,Building 1,Room 1,Days 2,Start 2,End 2,Building 2,Room 2,Days 3,Start 3,End 3,Building 3,Room 3,Days 4,Start 4,End 4,Building 4,Room 4,Days 5,Start 5,End 5,Building 5,Room 5,Session,Meets With 1,Meets With 2,Meets With 3,Meets With 4,Meets With 5,Meets With 6,Meets With 7,Meets With 8,Meets With 9
2003,Spring,AEROS,4111,001,POC Ldrshp Lab IV,4624,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,16,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 3111 001,,,,,,,,
2003,Spring,AEROS,4990,001,Directed Study,1825,"MARTIN, TIMOTHY C",,,,,Lecture,In Person,1.0 -   5.0,,No,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Fall,AEROS,1010,001,USAF Foundations,1525,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,30,H,14:15:00,15:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Fall,AEROS,1110,001,Gen Mil Ldrshp Lab I,8445,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,11,H,15:40:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Fall,AEROS,2006,001,AFROTC Pt,2490,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,99,TH,06:00:00,06:50:00,HPR E,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Fall,AEROS,2010,001,Airpower History I,1528,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,87,H,13:10:00,14:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Fall,AEROS,2110,001,Gen Mil Ldrshp Lab III,8446,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,88,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Fall,AEROS,3000,001,AFROTC Field Training,7847,"MUSSER, DAVID A",,,,,Lecture,In Person,4.0,Yes,No,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Fall,AEROS,3010,001,Leadership Studies I,1530,"WEST, DAVID W",,,,,Lecture,In Person,3.0,,No,,18,H,12:25:00,15:20:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Fall,AEROS,3110,001,POC Ldrshp Lab I,8447,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,83,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 4110 001,,,,,,,,
2003,Fall,AEROS,4010,001,Ntl Security Afrs I,1532,"MARTIN, TIMOTHY C",,,,,Lecture,In Person,3.0,,No,,88,H,09:00:00,11:50:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Fall,AEROS,4110,001,POC Ldrshp Lab III,8448,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,81,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 3110 001,,,,,,,,
2003,Fall,AEROS,4990,001,Directed Study,2516,"MARTIN, TIMOTHY C",,,,,Lecture,In Person,1.0 -   5.0,,No,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Spring,AEROS,1011,001,Foundations of USAF II,4364,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,24,H,14:15:00,15:05:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Spring,AEROS,1111,001,Gen Mil Ldrshp Lab II,4365,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,26,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,AEROS 2111 001,,,,,,,,
2004,Spring,AEROS,2006,001,AFROTC Pt,1735,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,100,TH,06:00:00,06:50:00,HPR E,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Spring,AEROS,2011,001,Airpower History II,4366,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,14,H,13:10:00,14:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Spring,AEROS,2111,001,Gen Mil Ldrshp Lab IV,4367,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,16,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,AEROS 1111 001,,,,,,,,
2004,Spring,AEROS,3000,001,AFROTC Field Training,7157,"MUSSER, DAVID A",,,,,Lecture,In Person,4.0,Yes,No,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Spring,AEROS,3011,001,Leadership Studies II,4368,"WEST, DAVID W",,,,,Lecture,In Person,3.0,,No,,14,H,12:10:00,15:00:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Spring,AEROS,3111,001,POC Ldrshp Lab II,5333,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,14,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 4111 001,,,,,,,,
2004,Spring,AEROS,4011,001,Ntl Security Afrs II,4369,"MARTIN, TIMOTHY C",,,,,Lecture,In Person,3.0,,No,,11,H,09:00:00,11:50:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Spring,AEROS,4111,001,POC Ldrshp Lab IV,4370,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,12,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 3111 001,,,,,,,,
2004,Spring,AEROS,4990,001,Directed Study,1755,"MARTIN, TIMOTHY C",,,,,Lecture,In Person,1.0 -   5.0,,No,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Fall,AEROS,1010,001,USAF Foundations,1481,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,25,H,14:15:00,15:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Fall,AEROS,1110,001,Gen Mil Ldrshp Lab I,7874,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,7,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Fall,AEROS,2006,001,AFROTC Pt,2374,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,97,TH,06:00:00,06:50:00,HPR E,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Fall,AEROS,2010,001,Airpower History I,1484,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,81,H,13:10:00,14:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Fall,AEROS,2110,001,Gen Mil Ldrshp Lab III,7875,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,83,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Fall,AEROS,3000,001,AFROTC Field Training,7347,"MUSSER, DAVID A",,,,,Lecture,In Person,4.0,Yes,No,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Fall,AEROS,3010,001,Leadership Studies I,1486,"WEST, DAVID W",,,,,Lecture,In Person,3.0,,No,,16,H,12:25:00,15:20:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Fall,AEROS,3110,001,POC Ldrshp Lab I,7876,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,81,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 4110 001,,,,,,,,
2004,Fall,AEROS,4010,001,Ntl Security Afrs I,1487,"MARTIN, TIMOTHY C",,,,,Lecture,In Person,3.0,,No,,91,H,09:00:00,11:50:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Fall,AEROS,4110,001,POC Ldrshp Lab III,7877,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,84,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 3110 001,,,,,,,,
2004,Fall,AEROS,4990,001,Directed Study,2400,"MARTIN, TIMOTHY C",,,,,Lecture,In Person,1.0 -   5.0,,No,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Spring,AEROS,1011,001,Foundations of USAF II,4180,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,19,H,14:15:00,15:05:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Spring,AEROS,1111,001,Gen Mil Ldrshp Lab II,4181,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,23,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,AEROS 2111 001,,,,,,,,
2005,Spring,AEROS,2006,001,AFROTC Pt,1669,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,100,TH,06:00:00,06:50:00,HPR E,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Spring,AEROS,2011,001,Airpower History II,4182,"MUSSER, DAVID A",,,,,Lecture,In Person,1.0,,No,,12,H,13:10:00,14:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Spring,AEROS,2111,001,Gen Mil Ldrshp Lab IV,4183,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,13,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,AEROS 1111 001,,,,,,,,
2005,Spring,AEROS,3000,001,AFROTC Field Training,6764,"MUSSER, DAVID A",,,,,Lecture,In Person,4.0,Yes,No,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Spring,AEROS,3011,001,Leadership Studies II,4184,"WEST, DAVID W",,,,,Lecture,In Person,3.0,,No,,12,H,12:10:00,15:00:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Spring,AEROS,3111,001,POC Ldrshp Lab II,5049,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,14,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 4111 001,,,,,,,,
2005,Spring,AEROS,4011,001,Ntl Security Afrs II,4185,"MARTIN, TIMOTHY C",,,,,Lecture,In Person,3.0,,No,,14,H,09:00:00,11:50:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Spring,AEROS,4111,001,POC Ldrshp Lab IV,4186,"MUSSER, DAVID A",,,,,Laboratory,In Person,1.0,,No,,14,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 3111 001,,,,,,,,
2005,Spring,AEROS,4990,001,Directed Study,1689,"MARTIN, TIMOTHY C",,,,,Independent Study,In Person,1.0 -   5.0,,No,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,AEROS,1010,001,USAF Foundations,1421,"WAGNER, DAWN R",,,,,Lecture,In Person,1.0,,No,,32,H,14:15:00,15:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,AEROS,1110,001,Gen Mil Ldrshp Lab I,7371,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,12,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,AEROS,2006,001,AFROTC Pt,2225,,,,,,Laboratory,In Person,1.0,,No,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,AEROS,2010,001,Airpower History I,1424,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,83,H,13:10:00,14:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,AEROS,2110,001,Gen Mil Ldrshp Lab III,7372,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,84,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,AEROS,3000,001,AFROTC Field Training,6886,"GOURLEY, JANICE G",,,,,Lecture,In Person,4.0,Yes,No,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,AEROS,3010,001,Leadership Studies I,1426,"GOURLEY, JANICE G",,,,,Lecture,In Person,3.0,,No,,17,H,12:25:00,15:20:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,AEROS,3110,001,POC Ldrshp Lab I,7373,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,82,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 4110 001,,,,,,,,
2005,Fall,AEROS,4010,001,Ntl Security Afrs I,1427,"MARTIN, TIMOTHY C",,,,,Lecture,In Person,3.0,,No,,85,H,09:00:00,11:50:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,AEROS,4110,001,POC Ldrshp Lab III,7374,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,81,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 3110 001,,,,,,,,
2005,Fall,AEROS,4990,001,Directed Study,2249,,,,,,Independent Study,In Person,1.0 -   5.0,,No,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,AEROS,1011,001,Foundations of USAF II,3286,"WAGNER, DAWN R",,,,,Lecture,In Person,1.0,,No,,28,H,14:15:00,15:05:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,AEROS,1111,001,Gen Mil Ldrshp Lab II,3287,"GOURLEY, JANICE G",,,,,Laboratory,In Person,1.0,,No,,30,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,AEROS 2111 001,,,,,,,,
2006,Spring,AEROS,2006,001,AFROTC Pt,1563,"GOURLEY, JANICE G",,,,,Laboratory,In Person,1.0,,No,,100,TH,06:00:00,06:50:00,HPR E,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,AEROS,2011,001,Airpower History II,3288,"WAGNER, DAWN R",,,,,Lecture,In Person,1.0,,No,,12,H,13:10:00,14:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,AEROS,2111,001,Gen Mil Ldrshp Lab IV,3289,"GOURLEY, JANICE G",,,,,Laboratory,In Person,1.0,,No,,11,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,AEROS 1111 001,,,,,,,,
2006,Spring,AEROS,3000,001,AFROTC Field Training,4901,"GOURLEY, JANICE G",,,,,Lecture,In Person,4.0,Yes,No,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,AEROS,3011,001,Leadership Studies II,3290,"GOURLEY, JANICE G",,,,,Lecture,In Person,3.0,,No,,13,H,12:10:00,15:00:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,AEROS,3111,001,POC Ldrshp Lab II,3914,"GOURLEY, JANICE G",,,,,Laboratory,In Person,1.0,,No,,13,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 4111 001,,,,,,,,
2006,Spring,AEROS,4011,001,Ntl Security Afrs II,3291,"MARTIN, TIMOTHY C",,,,,Lecture,In Person,3.0,,No,,11,H,09:00:00,11:50:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,AEROS,4111,001,POC Ldrshp Lab IV,3292,"GOURLEY, JANICE G",,,,,Laboratory,In Person,1.0,,No,,14,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 3111 001,,,,,,,,
2006,Spring,AEROS,4990,001,Directed Study,1583,"MARTIN, TIMOTHY C",,,,,Independent Study,In Person,1.0 -   5.0,,No,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Fall,AEROS,1010,001,USAF Foundations,1402,"WAGNER, DAWN R",,,,,Lecture,In Person,1.0,,No,,30,H,14:15:00,15:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Fall,AEROS,1110,001,Gen Mil Ldrshp Lab I,7143,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,6,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Fall,AEROS,2006,001,AFROTC Pt,2168,"GOURLEY, JANICE G",,,,,Laboratory,In Person,1.0,,No,,98,TH,06:00:00,06:50:00,HPR E,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Fall,AEROS,2010,001,Airpower History I,1405,"WAGNER, DAWN R",,,,,Lecture,In Person,1.0,,No,,44,H,13:10:00,14:00:00,HPR N,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Fall,AEROS,2110,001,Gen Mil Ldrshp Lab III,7144,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,86,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Fall,AEROS,3000,001,AFROTC Field Training,6689,"GOURLEY, JANICE G",,,,,Lecture,In Person,4.0,Yes,No,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Fall,AEROS,3010,001,Leadership Studies I,1407,"GOURLEY, JANICE G",,,,,Lecture,In Person,3.0,,No,,20,H,12:25:00,15:20:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Fall,AEROS,3110,001,POC Ldrshp Lab I,7145,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,86,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 4110 001,,,,,,,,
2006,Fall,AEROS,4010,001,Ntl Security Afrs I,1408,"WONG, ENOCH K",,,,,Lecture,In Person,3.0,,No,,88,H,09:00:00,11:50:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Fall,AEROS,4110,001,POC Ldrshp Lab III,7146,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,80,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 3110 001,,,,,,,,
2007,Spring,AEROS,1011,001,Foundations of USAF II,5396,"WAGNER, DAWN R",,,,,Lecture,In Person,1.0,,No,,24,H,14:15:00,15:05:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Spring,AEROS,1111,001,Gen Mil Ldrshp Lab II,5398,"GOURLEY, JANICE G",,,,,Laboratory,In Person,1.0,,No,,24,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,AEROS 2111 001,,,,,,,,
2007,Spring,AEROS,2006,001,AFROTC Pt,2090,"GOURLEY, JANICE G",,,,,Laboratory,In Person,1.0,,No,,99,TH,06:00:00,06:50:00,HPR E,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Spring,AEROS,2011,001,Airpower History II,5400,"WAGNER, DAWN R",,,,,Lecture,In Person,1.0,,No,,13,H,13:10:00,14:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Spring,AEROS,2111,001,Gen Mil Ldrshp Lab IV,5402,"GOURLEY, JANICE G",,,,,Laboratory,In Person,1.0,,No,,12,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,AEROS 1111 001,,,,,,,,
2007,Spring,AEROS,3000,001,AFROTC Field Training,8394,"GOURLEY, JANICE G",,,,,Lecture,In Person,4.0,Yes,No,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Spring,AEROS,3011,001,Leadership Studies II,5404,"GOURLEY, JANICE G",,,,,Lecture,In Person,3.0,,No,,16,H,12:10:00,15:00:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Spring,AEROS,3111,001,POC Ldrshp Lab II,6534,"GOURLEY, JANICE G",,,,,Laboratory,In Person,1.0,,No,,17,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 4111 001,,,,,,,,
2007,Spring,AEROS,4011,001,Ntl Security Afrs II,5406,"WONG, ENOCH K",,,,,Lecture,In Person,3.0,,No,,12,H,09:00:00,11:50:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Spring,AEROS,4111,001,POC Ldrshp Lab IV,5408,"GOURLEY, JANICE G",,,,,Laboratory,In Person,1.0,,No,,12,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 3111 001,,,,,,,,
2007,Spring,AEROS,4990,001,Directed Study,2130,"WONG, ENOCH K",,,,,Independent Study,In Person,1.0 -   5.0,,No,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Fall,AEROS,1010,001,USAF Foundations,1387,"WONG, ENOCH K",,,,,Lecture,In Person,1.0,,No,,25,H,14:10:00,15:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Fall,AEROS,1110,001,Gen Mil Ldrshp Lab I,6882,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,5,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Fall,AEROS,2006,001,AFROTC Pt,2120,"GOURLEY, JANICE G",,,,,Laboratory,In Person,1.0,,No,,97,TH,06:00:00,06:50:00,HPR E,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Fall,AEROS,2010,001,Airpower History I,1390,"WONG, ENOCH K",,,,,Lecture,In Person,1.0,,No,,22,H,13:10:00,14:00:00,HPR N,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Fall,AEROS,2110,001,Gen Mil Ldrshp Lab III,6883,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,87,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Fall,AEROS,3000,001,AFROTC Field Training,6447,"GOURLEY, JANICE G",,,,,Lecture,In Person,4.0,Yes,No,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Fall,AEROS,3010,001,Leadership Studies I,1392,"GOURLEY, JANICE G",,,,,Lecture,In Person,3.0,,No,,18,H,12:25:00,15:20:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Fall,AEROS,3110,001,POC Ldrshp Lab I,6884,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,83,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 4110 001,,,,,,,,
2007,Fall,AEROS,4010,001,Ntl Security Afrs I,1393,"WONG, ENOCH K",,,,,Lecture,In Person,3.0,,No,,92,H,09:00:00,11:50:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Fall,AEROS,4110,001,POC Ldrshp Lab III,6885,"GOURLEY, JANICE G",,,,,Lecture,In Person,1.0,,No,,86,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 3110 001,,,,,,,,
2008,Spring,AEROS,1011,001,Foundations of USAF II,3077,"HARRIS, VICTOR R","WONG, ENOCH K",,,,Lecture,In Person,1.0,,No,,24,H,14:15:00,15:05:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,AEROS,1111,001,Gen Mil Ldrshp Lab II,3078,"GOURLEY, JANICE G","WONG, ENOCH K",,,,Laboratory,In Person,1.0,,No,,22,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,AEROS 2111 001,,,,,,,,
2008,Spring,AEROS,2006,001,AFROTC Pt,1510,"GOURLEY, JANICE G","WONG, ENOCH K",,,,Laboratory,In Person,1.0,,No,,100,TH,06:00:00,06:50:00,HPR E,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,AEROS,2011,001,Airpower History II,3079,"HARRIS, VICTOR R","WONG, ENOCH K",,,,Lecture,In Person,1.0,,No,,15,H,13:10:00,14:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,AEROS,2111,001,Gen Mil Ldrshp Lab IV,3080,"GOURLEY, JANICE G","WONG, ENOCH K",,,,Laboratory,In Person,1.0,,No,,16,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,AEROS 1111 001,,,,,,,,
2008,Spring,AEROS,3000,001,AFROTC Field Training,4399,"GOURLEY, JANICE G","WONG, ENOCH K",,,,Lecture,In Person,4.0,Yes,No,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,AEROS,3011,001,Leadership Studies II,3081,"GOURLEY, JANICE G","WONG, ENOCH K",,,,Lecture,In Person,3.0,,No,,14,H,12:10:00,15:00:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,AEROS,3111,001,POC Ldrshp Lab II,3609,"GOURLEY, JANICE G","WONG, ENOCH K",,,,Laboratory,In Person,1.0,,No,,15,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 4111 001,,,,,,,,
2008,Spring,AEROS,4011,001,Ntl Security Afrs II,3082,"WONG, ENOCH K",,,,,Lecture,In Person,3.0,,No,,16,H,09:00:00,11:50:00,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,AEROS,4111,001,POC Ldrshp Lab IV,3083,"GOURLEY, JANICE G","WONG, ENOCH K",,,,Laboratory,In Person,1.0,,No,,17,H,15:30:00,17:30:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,AEROS 3111 001,,,,,,,,
2008,Spring,AEROS,4990,001,Directed Study,1529,"WONG, ENOCH K",,,,,Independent Study,In Person,1.0 -   5.0,,No,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Fall,AEROS,1010,001,USAF Foundations,1532,"BEINS, JAMES E",,,,,Lecture,In Person,1.0,,No,,35,H,14:10:00,15:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Fall,AEROS,1110,001,Gen Mil Ldrshp Lab I,6852,"HARRIS, VICTOR R",,,,,Lecture,In Person,1.0,,No,,10,H,15:30:00,17:30:00,HPR W,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Fall,AEROS,2006,001,AFROTC Pt,2210,"HARRIS, VICTOR R",,,,,Laboratory,In Person,1.0,,No,,98,TH,06:00:00,06:50:00,HPR E,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Fall,AEROS,2010,001,Airpower History I,1535,"BEINS, JAMES E",,,,,Lecture,In Person,1.0,,No,,26,H,13:10:00,14:00:00,HPR E,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
